rna	profile	energy
1ESH.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.879335759
1ESH.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.827889874
1ESH.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-2.109405459
1ESH.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.185048671
1GID.pdb	hist_tig_C3prime_bin0.5	-34.31050691
1GID.pdb	hist_pmf_C3prime_bin0.5	-11.74992719
1GID.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-173.2458992
1GID.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-94.77656871
1GID.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-124.4346234
1GID.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-54.95151989
1C2W.pdb	hist_tig_C3prime_bin0.5	-305.1566024
1C2W.pdb	hist_pmf_C3prime_bin0.5	-38.64824271
1C2W.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1955.801441
1C2W.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-1163.706339
1C2W.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1207.628999
1C2W.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-519.6548984
1F7H.pdb	hist_tig_C3prime_bin0.5	-2.773917513
1F7H.pdb	hist_pmf_C3prime_bin0.5	-1.767538368
1F7H.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-3.093076504
1F7H.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.829975412
1F7H.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-3.0277507
1F7H.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.889226728
1DUH.pdb	hist_tig_C3prime_bin0.5	-1.075988189
1DUH.pdb	hist_pmf_C3prime_bin0.5	-0.696071617
1DUH.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.093895067
1DUH.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.847818754
1DUH.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.729968053
1DUH.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	1.478435524
1AJT.pdb	hist_tig_C3prime_bin0.5	0.068246968
1AJT.pdb	hist_pmf_C3prime_bin0.5	0.155410251
1AJT.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.074404979
1AJT.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.38932709
1AJT.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.045521634
1AJT.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.352857217
1EFS.pdb	hist_tig_C3prime_bin0.5	-0.733419331
1EFS.pdb	hist_pmf_C3prime_bin0.5	-0.692826025
1EFS.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.70045005
1EFS.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-1.389155383
1EFS.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.57998415
1EFS.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.325607827
1FUF.pdb	hist_tig_C3prime_bin0.5	-0.680825677
1FUF.pdb	hist_pmf_C3prime_bin0.5	-0.496980668
1FUF.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-3.371329624
1FUF.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-2.345278401
1FUF.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-2.062197448
1FUF.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.319215734
1AJU.pdb	hist_tig_C3prime_bin0.5	-2.654770756
1AJU.pdb	hist_pmf_C3prime_bin0.5	-1.424601906
1AJU.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-9.373298517
1AJU.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-7.0186368
1AJU.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-8.117382358
1AJU.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-5.962068663
1DUQ.pdb	hist_tig_C3prime_bin0.5	-0.259912744
1DUQ.pdb	hist_pmf_C3prime_bin0.5	0.231239277
1DUQ.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	3.131123074
1DUQ.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	5.380341676
1DUQ.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.069167891
1DUQ.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	2.143412086
1F7F.pdb	hist_tig_C3prime_bin0.5	-3.363234874
1F7F.pdb	hist_pmf_C3prime_bin0.5	-2.166783517
1F7F.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-2.884840636
1F7F.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-1.256712796
1F7F.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-2.638850475
1F7F.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.281677915
1FYP.pdb	hist_tig_C3prime_bin0.5	-5.234441767
1FYP.pdb	hist_pmf_C3prime_bin0.5	-3.946814377
1FYP.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-11.49216799
1FYP.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-5.855012806
1FYP.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-11.4005776
1FYP.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-5.987295095
1G2J.pdb	hist_tig_C3prime_bin0.5	0.025524137
1G2J.pdb	hist_pmf_C3prime_bin0.5	0.028213353
1G2J.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-0.070367337
1G2J.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.058436512
1G2J.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.203097092
1G2J.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.215531878
1EKA.pdb	hist_tig_C3prime_bin0.5	0.385475616
1EKA.pdb	hist_pmf_C3prime_bin0.5	0.412253636
1EKA.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.611737919
1EKA.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.715765559
1EKA.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.632899597
1EKA.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.754056371
1C2X.pdb	hist_tig_C3prime_bin0.5	-2.516108915
1C2X.pdb	hist_pmf_C3prime_bin0.5	4.422419159
1C2X.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-41.39694482
1C2X.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-20.19191841
1C2X.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-22.06658532
1C2X.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-3.038490398
1F7G.pdb	hist_tig_C3prime_bin0.5	-1.233633665
1F7G.pdb	hist_pmf_C3prime_bin0.5	-0.291568864
1F7G.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-2.304979514
1F7G.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.129807421
1F7G.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.139749998
1F7G.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	1.01096976
1F9L.pdb	hist_tig_C3prime_bin0.5	0.793275598
1F9L.pdb	hist_pmf_C3prime_bin0.5	1.341529282
1F9L.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-2.80797495
1F9L.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-1.013203097
1F9L.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-2.592438413
1F9L.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.790166657
1A3M.pdb	hist_tig_C3prime_bin0.5	-0.987442844
1A3M.pdb	hist_pmf_C3prime_bin0.5	-0.889672053
1A3M.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-2.398388001
1A3M.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-1.923627786
1A3M.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.798989432
1A3M.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.390584342
1HMH.pdb	hist_tig_C3prime_bin0.5	-0.679359949
1HMH.pdb	hist_pmf_C3prime_bin0.5	2.294181043
1HMH.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-23.89401852
1HMH.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-15.32485293
1HMH.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-14.12697511
1HMH.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-6.67905925
1AQO.pdb	hist_tig_C3prime_bin0.5	-1.397207264
1AQO.pdb	hist_pmf_C3prime_bin0.5	-0.104167236
1AQO.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-6.411307222
1AQO.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.516391513
1AQO.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-4.475025786
1AQO.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	1.054965598
1EKD.pdb	hist_tig_C3prime_bin0.5	0.240305052
1EKD.pdb	hist_pmf_C3prime_bin0.5	0.278418463
1EKD.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.02862844
1EKD.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.132705054
1EKD.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.171665238
1EKD.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.289581982
1CQL.pdb	hist_tig_C3prime_bin0.5	-2.848492838
1CQL.pdb	hist_pmf_C3prime_bin0.5	-1.1629949
1CQL.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-9.193227808
1CQL.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-3.790494636
1CQL.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-6.387035358
1CQL.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.75357281
1AJF.pdb	hist_tig_C3prime_bin0.5	-0.62162635
1AJF.pdb	hist_pmf_C3prime_bin0.5	-0.207985734
1AJF.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.03665898
1AJF.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.60697786
1AJF.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.188404236
1AJF.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.467413791
1F5H.pdb	hist_tig_C3prime_bin0.5	0.308437198
1F5H.pdb	hist_pmf_C3prime_bin0.5	0.348928618
1F5H.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-0.709731906
1F5H.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.663295675
1F5H.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.325036636
1F5H.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.263012586
1HLX.pdb	hist_tig_C3prime_bin0.5	-2.835572821
1HLX.pdb	hist_pmf_C3prime_bin0.5	-2.116234706
1HLX.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-2.473825931
1HLX.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.656734973
1HLX.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.76393103
1HLX.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.16871742
1BVJ.pdb	hist_tig_C3prime_bin0.5	-2.839609074
1BVJ.pdb	hist_pmf_C3prime_bin0.5	-1.8951667
1BVJ.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-8.764066742
1BVJ.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-4.72036458
1BVJ.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-7.859714462
1BVJ.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-4.12145239
1BAU.pdb	hist_tig_C3prime_bin0.5	-2.991423472
1BAU.pdb	hist_pmf_C3prime_bin0.5	-1.580767234
1BAU.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-9.430642253
1BAU.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-5.556774385
1BAU.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-8.92233633
1BAU.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-5.609159855
1ET4.pdb	hist_tig_C3prime_bin0.5	-18.91881537
1ET4.pdb	hist_pmf_C3prime_bin0.5	-11.98130974
1ET4.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-42.73789009
1ET4.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-21.40983688
1ET4.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-29.62152083
1ET4.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-11.81606128
1BR3.pdb	hist_tig_C3prime_bin0.5	0.238999008
1BR3.pdb	hist_pmf_C3prime_bin0.5	0.270581736
1BR3.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.499837601
1BR3.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.575961139
1BR3.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.22816736
1BR3.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.307132189
1DDY.pdb	hist_tig_C3prime_bin0.5	-16.39133626
1DDY.pdb	hist_pmf_C3prime_bin0.5	-10.81081245
1DDY.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-53.19621265
1DDY.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-33.012237
1DDY.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-38.20207401
1DDY.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-20.96719384
1FQZ.pdb	hist_tig_C3prime_bin0.5	-0.822107345
1FQZ.pdb	hist_pmf_C3prime_bin0.5	-0.144925172
1FQZ.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-4.92613767
1FQZ.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-2.668592281
1FQZ.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-4.258980945
1FQZ.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-2.219066091
1HHW.pdb	hist_tig_C3prime_bin0.5	-0.057717951
1HHW.pdb	hist_pmf_C3prime_bin0.5	-0.050661081
1HHW.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.095165544
1HHW.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.121694607
1HHW.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.047926442
1HHW.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.017028437
1HG9.pdb	hist_tig_C3prime_bin0.5	0.136112922
1HG9.pdb	hist_pmf_C3prime_bin0.5	0.15700481
1HG9.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-0.057159153
1HG9.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.070050407
1HG9.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.014285029
1HG9.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.096008508
1AL5.pdb	hist_tig_C3prime_bin0.5	-0.246673056
1AL5.pdb	hist_pmf_C3prime_bin0.5	-0.200471567
1AL5.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-0.177895339
1AL5.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.117094258
1AL5.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.236804561
1AL5.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.14076259
1D0T.pdb	hist_tig_C3prime_bin0.5	-1.354261965
1D0T.pdb	hist_pmf_C3prime_bin0.5	-0.937834943
1D0T.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.846539973
1D0T.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-1.080250775
1D0T.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.074543738
1D0T.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.374161398
1C4L.pdb	hist_tig_C3prime_bin0.5	-0.232250182
1C4L.pdb	hist_pmf_C3prime_bin0.5	-0.160444848
1C4L.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.21088407
1C4L.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.923902552
1C4L.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.920883737
1C4L.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.690318707
1D0U.pdb	hist_tig_C3prime_bin0.5	-1.359581143
1D0U.pdb	hist_pmf_C3prime_bin0.5	-0.745377197
1D0U.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-5.637679936
1D0U.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-3.593665898
1D0U.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-4.34371834
1D0U.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-2.441832315
1A60.pdb	hist_tig_C3prime_bin0.5	-5.190725575
1A60.pdb	hist_pmf_C3prime_bin0.5	-2.640813053
1A60.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-11.19708461
1A60.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-2.942362497
1A60.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-8.260354572
1A60.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.54999086
1AM0.pdb	hist_tig_C3prime_bin0.5	0.263832363
1AM0.pdb	hist_pmf_C3prime_bin0.5	0.790784347
1AM0.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-4.04831193
1AM0.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-2.893412668
1AM0.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-3.110030087
1AM0.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-2.176215394
1H1K.pdb	hist_tig_C3prime_bin0.5	-264.065771
1H1K.pdb	hist_pmf_C3prime_bin0.5	-240.4754068
1H1K.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-410.6568673
1H1K.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-323.588576
1H1K.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-355.944663
1H1K.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-286.1783156
1DQH.pdb	hist_tig_C3prime_bin0.5	-0.415553652
1DQH.pdb	hist_pmf_C3prime_bin0.5	-0.355567497
1DQH.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.212032516
1DQH.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.477679848
1DQH.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.214285464
1DQH.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.447333205
1ATW.pdb	hist_tig_C3prime_bin0.5	-1.584317934
1ATW.pdb	hist_pmf_C3prime_bin0.5	-1.107188796
1ATW.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.084721684
1ATW.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.233200504
1ATW.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.619863503
1ATW.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.341889493
1BJ2.pdb	hist_tig_C3prime_bin0.5	-3.341859644
1BJ2.pdb	hist_pmf_C3prime_bin0.5	-2.490997156
1BJ2.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-7.221817703
1BJ2.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-4.356980033
1BJ2.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-5.797564707
1BJ2.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-3.132060655
1GUC.pdb	hist_tig_C3prime_bin0.5	0.150131326
1GUC.pdb	hist_pmf_C3prime_bin0.5	0.192587789
1GUC.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.231162528
1GUC.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.874769989
1GUC.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.704329743
1GUC.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.34897538
1ATV.pdb	hist_tig_C3prime_bin0.5	-0.982119797
1ATV.pdb	hist_pmf_C3prime_bin0.5	-0.396886519
1ATV.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.722011195
1ATV.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	2.377983912
1ATV.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.264730843
1ATV.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	2.023935954
1FG0.pdb	hist_tig_C3prime_bin0.5	-52.37634809
1FG0.pdb	hist_pmf_C3prime_bin0.5	-16.4281253
1FG0.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-272.6709934
1FG0.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-151.6337508
1FG0.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-184.2642808
1FG0.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-76.27543799
1DRR.pdb	hist_tig_C3prime_bin0.5	-0.445613864
1DRR.pdb	hist_pmf_C3prime_bin0.5	-0.413118943
1DRR.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-1.042365289
1DRR.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.922151913
1DRR.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.860023602
1DRR.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.761927909
1A9L.pdb	hist_tig_C3prime_bin0.5	-1.700279268
1A9L.pdb	hist_pmf_C3prime_bin0.5	-0.29631285
1A9L.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-7.43973543
1A9L.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-3.726451881
1A9L.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-4.462734668
1A9L.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.505222257
165D.pdb	hist_tig_C3prime_bin0.5	-0.246764354
165D.pdb	hist_pmf_C3prime_bin0.5	-0.193454939
165D.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-0.976841624
165D.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.749086936
165D.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-0.606050353
165D.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-0.425376195
1FIX.pdb	hist_tig_C3prime_bin0.5	0.034099451
1FIX.pdb	hist_pmf_C3prime_bin0.5	0.058528824
1FIX.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.286966997
1FIX.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.364220508
1FIX.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.252995745
1FIX.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.321576925
1FHK.pdb	hist_tig_C3prime_bin0.5	-1.348620034
1FHK.pdb	hist_pmf_C3prime_bin0.5	-1.022454837
1FHK.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-0.51827286
1FHK.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-0.11930006
1FHK.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-1.733554526
1FHK.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-1.366654078
1F1T.pdb	hist_tig_C3prime_bin0.5	-5.18813137
1F1T.pdb	hist_pmf_C3prime_bin0.5	-3.852128922
1F1T.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	-12.09178746
1F1T.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	-7.360298374
1F1T.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	-8.63937595
1F1T.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	-4.315407113
1CX5.pdb	hist_tig_C3prime_bin0.5	-0.017110748
1CX5.pdb	hist_pmf_C3prime_bin0.5	0.004280502
1CX5.pdb	kde_tig_C3prime_kernelgaussian_bw0.1	0.486789269
1CX5.pdb	kde_pmf_C3prime_kernelgaussian_bw0.1	0.585971794
1CX5.pdb	kde_tig_C3prime_kernelgaussian_bwSJ	0.33178034
1CX5.pdb	kde_pmf_C3prime_kernelgaussian_bwSJ	0.425637679
